"created per month",filters,filters,Count
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1712.any","2,421"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1801.any","2,283"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1802.any","2,017"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1803.any","1,952"
"2015-02-01 00:00:00","first_app:topfacemobappios","*","54,197"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1501.any",213
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1502.any","47,561"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1503.any","19,111"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1504.any","10,520"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1505.any","7,563"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1506.any","5,805"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1507.any","4,706"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1508.any","3,828"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1509.any","3,085"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1510.any","2,028"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1511.any","2,016"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1512.any","1,185"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1601.any","4,174"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1602.any","3,680"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1603.any","3,281"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1604.any","2,947"
"2015-02-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1605.any","2,704"
